LoanID;CustomerID;LoanType;Status;RecoveryStatus;StartDate;EndDate;DefaultDate;PrincipalAmount;TotalPaid;InterestRate;PaymentDate;PaymentAmount;MissedPayment
L1099;C1304;Personal;Active;Unrecovered;2019-12-06;2031-03-02;NULL;30382.61;13317.11;15.05;2022-02-07;2602.31;0
L1099;C1304;Personal;Active;Unrecovered;2019-12-06;2031-03-02;NULL;30382.61;13317.11;15.05;2022-01-01;1884.02;0
L1100;C1305;Business;Closed;Unrecovered;2022-11-07;2032-01-14;NULL;37325.22;81120.93;7.68;2022-04-03;3333.64;1
L1100;C1305;Business;Closed;Unrecovered;2022-11-07;2032-01-14;NULL;37325.22;81120.93;7.68;2022-03-07;2232.59;0
L1100;C1305;Business;Closed;Unrecovered;2022-11-07;2032-01-14;NULL;37325.22;81120.93;7.68;2022-02-02;654.76;0
L1100;C1305;Business;Closed;Unrecovered;2022-11-07;2032-01-14;NULL;37325.22;81120.93;7.68;2022-01-07;141.97;1
L1101;C1306;Mortgage;Defaulted;"Fully Recovered";2019-04-02;2037-11-11;2022-08-02;5249.37;65220.12;9.44;2022-04-04;1060.96;1
L1101;C1306;Mortgage;Defaulted;"Fully Recovered";2019-04-02;2037-11-11;2022-08-02;5249.37;65220.12;9.44;2022-03-10;810.74;0
L1101;C1306;Mortgage;Defaulted;"Fully Recovered";2019-04-02;2037-11-11;2022-08-02;5249.37;65220.12;9.44;2022-02-01;1547.38;0
L1101;C1306;Mortgage;Defaulted;"Fully Recovered";2019-04-02;2037-11-11;2022-08-02;5249.37;65220.12;9.44;2022-01-01;1480.85;0
L1102;C1307;Mortgage;Active;"Fully Recovered";2015-11-21;2031-02-10;2021-05-27;31943.63;30835.20;13.85;2022-04-08;2992.33;0
L1102;C1307;Mortgage;Active;"Fully Recovered";2015-11-21;2031-02-10;2021-05-27;31943.63;30835.20;13.85;2022-03-08;1819.41;0
L1102;C1307;Mortgage;Active;"Fully Recovered";2015-11-21;2031-02-10;2021-05-27;31943.63;30835.20;13.85;2022-02-04;2080.67;0
L1102;C1307;Mortgage;Active;"Fully Recovered";2015-11-21;2031-02-10;2021-05-27;31943.63;30835.20;13.85;2022-01-05;1198.99;1
L1103;C1308;Auto;Defaulted;Unrecovered;2018-07-20;2033-07-19;NULL;75827.90;35003.57;9.89;2022-04-05;3119.35;1
L1103;C1308;Auto;Defaulted;Unrecovered;2018-07-20;2033-07-19;NULL;75827.90;35003.57;9.89;2022-03-03;1719.64;0
L1104;C1309;Auto;Defaulted;"Partially Recovered";2022-02-18;2035-09-01;NULL;50280.16;44820.08;8.67;2022-03-02;2567.50;0
L1104;C1309;Auto;Defaulted;"Partially Recovered";2022-02-18;2035-09-01;NULL;50280.16;44820.08;8.67;2022-02-05;1363.72;0
L1104;C1309;Auto;Defaulted;"Partially Recovered";2022-02-18;2035-09-01;NULL;50280.16;44820.08;8.67;2022-01-10;2688.55;0
L1105;C1310;Mortgage;Closed;"Fully Recovered";2019-10-31;2037-08-21;NULL;84912.26;15187.76;11.18;2022-04-04;1612.14;1
L1105;C1310;Mortgage;Closed;"Fully Recovered";2019-10-31;2037-08-21;NULL;84912.26;15187.76;11.18;2022-03-03;1091.38;0
L1105;C1310;Mortgage;Closed;"Fully Recovered";2019-10-31;2037-08-21;NULL;84912.26;15187.76;11.18;2022-02-01;660.81;0
L1106;C1311;Mortgage;Defaulted;"Partially Recovered";2016-07-12;2036-02-29;NULL;61098.63;74374.67;7.82;2022-03-03;2067.10;0
L1106;C1311;Mortgage;Defaulted;"Partially Recovered";2016-07-12;2036-02-29;NULL;61098.63;74374.67;7.82;2022-02-03;400.35;0
L1107;C1312;Auto;Active;Unrecovered;2020-01-30;2036-10-26;2022-05-17;64458.23;88500.62;12.33;NULL;NULL;NULL
L1108;C1313;Business;Active;"Partially Recovered";2017-01-17;2033-08-05;NULL;15627.55;83351.43;15.69;2022-04-03;1316.33;1
L1108;C1313;Business;Active;"Partially Recovered";2017-01-17;2033-08-05;NULL;15627.55;83351.43;15.69;2022-03-07;2871.09;0
L1108;C1313;Business;Active;"Partially Recovered";2017-01-17;2033-08-05;NULL;15627.55;83351.43;15.69;2022-01-05;348.84;1
L1109;C1314;Business;Closed;"Partially Recovered";2017-06-18;2035-11-06;2022-03-31;34277.89;62135.14;5.59;2022-04-02;107.25;0
L1109;C1314;Business;Closed;"Partially Recovered";2017-06-18;2035-11-06;2022-03-31;34277.89;62135.14;5.59;2022-03-06;3429.35;0
L1109;C1314;Business;Closed;"Partially Recovered";2017-06-18;2035-11-06;2022-03-31;34277.89;62135.14;5.59;2022-02-02;478.76;0
L1109;C1314;Business;Closed;"Partially Recovered";2017-06-18;2035-11-06;2022-03-31;34277.89;62135.14;5.59;2022-01-05;338.72;0
L1110;C1315;Auto;Active;"Partially Recovered";2022-04-21;2034-07-28;NULL;71676.16;60701.05;4.75;2022-04-10;2301.15;0
L1110;C1315;Auto;Active;"Partially Recovered";2022-04-21;2034-07-28;NULL;71676.16;60701.05;4.75;2022-01-05;2349.75;0
L1111;C1316;Business;Closed;Unrecovered;2017-03-24;2034-01-08;2021-03-23;28342.92;20345.39;10.95;2022-04-10;532.98;0
L1111;C1316;Business;Closed;Unrecovered;2017-03-24;2034-01-08;2021-03-23;28342.92;20345.39;10.95;2022-03-10;1383.51;1
L1111;C1316;Business;Closed;Unrecovered;2017-03-24;2034-01-08;2021-03-23;28342.92;20345.39;10.95;2022-02-05;2771.01;1
L1112;C1317;Personal;Active;Unrecovered;2017-07-30;2033-09-07;NULL;81609.12;87586.78;7.12;2022-03-10;403.29;0
L1112;C1317;Personal;Active;Unrecovered;2017-07-30;2033-09-07;NULL;81609.12;87586.78;7.12;2022-01-31;267.61;0
L1112;C1317;Personal;Active;Unrecovered;2017-07-30;2033-09-07;NULL;81609.12;87586.78;7.12;2022-01-01;1523.71;0
L1113;C1318;Business;Active;"Partially Recovered";2019-12-08;2038-09-14;2022-04-27;81288.74;25388.53;10.87;2022-04-01;2357.47;0
L1113;C1318;Business;Active;"Partially Recovered";2019-12-08;2038-09-14;2022-04-27;81288.74;25388.53;10.87;2022-02-02;2289.08;0
L1113;C1318;Business;Active;"Partially Recovered";2019-12-08;2038-09-14;2022-04-27;81288.74;25388.53;10.87;2022-01-08;847.54;0
L1114;C1319;Business;Closed;Unrecovered;2022-08-22;2038-10-25;NULL;44895.42;2519.12;8.33;2022-04-06;2192.33;0
L1114;C1319;Business;Closed;Unrecovered;2022-08-22;2038-10-25;NULL;44895.42;2519.12;8.33;2022-03-02;2719.02;0
L1114;C1319;Business;Closed;Unrecovered;2022-08-22;2038-10-25;NULL;44895.42;2519.12;8.33;2022-02-02;945.08;0
L1114;C1319;Business;Closed;Unrecovered;2022-08-22;2038-10-25;NULL;44895.42;2519.12;8.33;2022-01-06;823.06;0
L1115;C1321;Auto;Active;Unrecovered;2022-03-02;2034-05-01;NULL;80093.93;14261.34;14.50;2022-04-06;1156.87;0
L1115;C1321;Auto;Active;Unrecovered;2022-03-02;2034-05-01;NULL;80093.93;14261.34;14.50;2022-03-03;3038.83;0
L1115;C1321;Auto;Active;Unrecovered;2022-03-02;2034-05-01;NULL;80093.93;14261.34;14.50;2022-01-06;1814.21;0
L1116;C1324;Business;Active;Unrecovered;2016-07-25;2033-01-08;NULL;69854.43;39286.40;14.67;2022-04-05;2021.36;0
L1116;C1324;Business;Active;Unrecovered;2016-07-25;2033-01-08;NULL;69854.43;39286.40;14.67;2022-03-02;2276.71;0
L1116;C1324;Business;Active;Unrecovered;2016-07-25;2033-01-08;NULL;69854.43;39286.40;14.67;2022-02-05;3080.18;0
L1116;C1324;Business;Active;Unrecovered;2016-07-25;2033-01-08;NULL;69854.43;39286.40;14.67;2022-01-08;2488.72;0
L1117;C1325;Business;Active;"Partially Recovered";2021-02-12;2034-02-05;NULL;86036.47;35484.72;11.72;2022-04-03;536.29;0
L1117;C1325;Business;Active;"Partially Recovered";2021-02-12;2034-02-05;NULL;86036.47;35484.72;11.72;2022-03-11;1762.21;0
L1117;C1325;Business;Active;"Partially Recovered";2021-02-12;2034-02-05;NULL;86036.47;35484.72;11.72;2022-01-08;124.25;0
L1118;C1326;Auto;Closed;"Partially Recovered";2016-05-12;2031-12-22;NULL;28589.19;74627.88;4.69;2022-04-09;3198.96;0
L1118;C1326;Auto;Closed;"Partially Recovered";2016-05-12;2031-12-22;NULL;28589.19;74627.88;4.69;2022-03-08;577.64;0
L1118;C1326;Auto;Closed;"Partially Recovered";2016-05-12;2031-12-22;NULL;28589.19;74627.88;4.69;2022-02-08;416.39;0
L1119;C1327;Business;Defaulted;"Fully Recovered";2019-07-26;2030-09-16;2022-11-27;44742.03;54339.84;4.29;2022-04-10;1173.65;0
L1119;C1327;Business;Defaulted;"Fully Recovered";2019-07-26;2030-09-16;2022-11-27;44742.03;54339.84;4.29;2022-03-04;369.51;0
L1119;C1327;Business;Defaulted;"Fully Recovered";2019-07-26;2030-09-16;2022-11-27;44742.03;54339.84;4.29;2022-02-08;2076.26;1
L1119;C1327;Business;Defaulted;"Fully Recovered";2019-07-26;2030-09-16;2022-11-27;44742.03;54339.84;4.29;2022-01-07;1626.56;0
L1120;C1328;Auto;Active;"Partially Recovered";2017-11-29;2033-11-27;NULL;78311.53;80133.54;12.92;2022-04-09;3134.55;0
L1120;C1328;Auto;Active;"Partially Recovered";2017-11-29;2033-11-27;NULL;78311.53;80133.54;12.92;2022-03-07;297.82;0
L1120;C1328;Auto;Active;"Partially Recovered";2017-11-29;2033-11-27;NULL;78311.53;80133.54;12.92;2022-02-02;654.03;1
L1120;C1328;Auto;Active;"Partially Recovered";2017-11-29;2033-11-27;NULL;78311.53;80133.54;12.92;2022-01-07;2607.41;0
L1121;C1329;Personal;Active;"Partially Recovered";2019-03-14;2036-08-15;2021-03-17;53421.43;87676.79;4.99;2022-03-11;2633.45;0
L1121;C1329;Personal;Active;"Partially Recovered";2019-03-14;2036-08-15;2021-03-17;53421.43;87676.79;4.99;2022-01-31;1400.26;0
L1121;C1329;Personal;Active;"Partially Recovered";2019-03-14;2036-08-15;2021-03-17;53421.43;87676.79;4.99;2022-01-03;2879.48;0
L1122;C1331;Business;Closed;"Fully Recovered";2019-09-22;2030-01-18;2022-08-20;42178.56;48195.77;10.10;2022-01-31;1478.66;0
L1123;C1332;Personal;Active;Unrecovered;2017-11-13;2037-06-06;NULL;67087.64;36197.53;5.84;2022-04-08;2898.15;0
L1123;C1332;Personal;Active;Unrecovered;2017-11-13;2037-06-06;NULL;67087.64;36197.53;5.84;2022-03-04;2355.17;0
L1123;C1332;Personal;Active;Unrecovered;2017-11-13;2037-06-06;NULL;67087.64;36197.53;5.84;2022-02-03;973.78;1
L1123;C1332;Personal;Active;Unrecovered;2017-11-13;2037-06-06;NULL;67087.64;36197.53;5.84;2022-01-04;1636.49;1
L1124;C1333;Personal;Active;Unrecovered;2015-07-28;2037-12-26;NULL;89011.50;9380.81;4.15;2022-04-08;1340.65;0
L1124;C1333;Personal;Active;Unrecovered;2015-07-28;2037-12-26;NULL;89011.50;9380.81;4.15;2022-01-02;3085.94;0
L1125;C1334;Business;Active;Unrecovered;2023-04-23;2036-12-17;2022-01-27;41322.98;25538.03;11.21;2022-03-11;1794.88;0
L1125;C1334;Business;Active;Unrecovered;2023-04-23;2036-12-17;2022-01-27;41322.98;25538.03;11.21;2022-02-02;2689.33;0
L1125;C1334;Business;Active;Unrecovered;2023-04-23;2036-12-17;2022-01-27;41322.98;25538.03;11.21;2022-01-01;1953.70;0
L1126;C1335;Business;Defaulted;Unrecovered;2016-12-24;2030-10-06;NULL;9448.58;46524.27;12.08;2022-04-05;2683.72;0
L1126;C1335;Business;Defaulted;Unrecovered;2016-12-24;2030-10-06;NULL;9448.58;46524.27;12.08;2022-03-05;1166.18;0
L1126;C1335;Business;Defaulted;Unrecovered;2016-12-24;2030-10-06;NULL;9448.58;46524.27;12.08;2022-02-05;2519.60;0
L1126;C1335;Business;Defaulted;Unrecovered;2016-12-24;2030-10-06;NULL;9448.58;46524.27;12.08;2022-01-09;1661.95;0
L1127;C1336;Business;Active;"Partially Recovered";2016-05-08;2033-01-26;2021-12-25;11292.00;71173.91;9.05;2022-03-02;150.49;0
L1127;C1336;Business;Active;"Partially Recovered";2016-05-08;2033-01-26;2021-12-25;11292.00;71173.91;9.05;2022-02-04;2318.23;0
L1127;C1336;Business;Active;"Partially Recovered";2016-05-08;2033-01-26;2021-12-25;11292.00;71173.91;9.05;2022-01-08;864.73;0
L1128;C1338;Mortgage;Closed;"Partially Recovered";2023-11-14;2030-11-13;NULL;38782.68;9948.31;11.16;2022-03-08;3585.66;1
L1128;C1338;Mortgage;Closed;"Partially Recovered";2023-11-14;2030-11-13;NULL;38782.68;9948.31;11.16;2022-01-03;3123.32;0
L1129;C1339;Auto;Active;"Partially Recovered";2021-04-05;2032-01-23;NULL;27816.07;75509.59;3.25;2022-04-05;1753.30;1
L1129;C1339;Auto;Active;"Partially Recovered";2021-04-05;2032-01-23;NULL;27816.07;75509.59;3.25;2022-03-04;293.79;0
L1129;C1339;Auto;Active;"Partially Recovered";2021-04-05;2032-01-23;NULL;27816.07;75509.59;3.25;2022-01-08;381.74;1
L1130;C1340;Auto;Active;"Partially Recovered";2017-08-03;2031-08-21;NULL;93866.16;25783.83;8.28;2022-03-03;1077.05;0
L1130;C1340;Auto;Active;"Partially Recovered";2017-08-03;2031-08-21;NULL;93866.16;25783.83;8.28;2022-02-07;1076.74;1
L1130;C1340;Auto;Active;"Partially Recovered";2017-08-03;2031-08-21;NULL;93866.16;25783.83;8.28;2022-01-02;481.65;1
L1131;C1341;Personal;Active;"Partially Recovered";2022-03-25;2031-01-16;NULL;6010.44;87578.53;16.51;2022-03-09;2250.25;0
L1131;C1341;Personal;Active;"Partially Recovered";2022-03-25;2031-01-16;NULL;6010.44;87578.53;16.51;2022-02-07;3501.15;0
L1131;C1341;Personal;Active;"Partially Recovered";2022-03-25;2031-01-16;NULL;6010.44;87578.53;16.51;2022-01-05;2023.16;0
L1132;C1342;Business;Closed;Unrecovered;2017-11-15;2034-07-20;NULL;73612.61;84441.54;12.46;2022-04-06;2749.30;1
L1132;C1342;Business;Closed;Unrecovered;2017-11-15;2034-07-20;NULL;73612.61;84441.54;12.46;2022-03-02;534.12;0
L1132;C1342;Business;Closed;Unrecovered;2017-11-15;2034-07-20;NULL;73612.61;84441.54;12.46;2022-01-03;2118.45;1
L1133;C1343;Mortgage;Closed;"Partially Recovered";2019-04-15;2035-01-01;2021-09-07;44054.70;48724.08;16.13;2022-04-05;2858.20;0
L1133;C1343;Mortgage;Closed;"Partially Recovered";2019-04-15;2035-01-01;2021-09-07;44054.70;48724.08;16.13;2022-03-11;2167.04;1
L1133;C1343;Mortgage;Closed;"Partially Recovered";2019-04-15;2035-01-01;2021-09-07;44054.70;48724.08;16.13;2022-01-31;2682.06;0
L1133;C1343;Mortgage;Closed;"Partially Recovered";2019-04-15;2035-01-01;2021-09-07;44054.70;48724.08;16.13;2022-01-10;816.42;1
L1134;C1344;Mortgage;Active;Unrecovered;2022-02-23;2038-05-13;NULL;87586.38;77784.53;12.21;2022-04-10;1686.45;0
L1134;C1344;Mortgage;Active;Unrecovered;2022-02-23;2038-05-13;NULL;87586.38;77784.53;12.21;2022-02-08;2647.45;0
L1134;C1344;Mortgage;Active;Unrecovered;2022-02-23;2038-05-13;NULL;87586.38;77784.53;12.21;2022-01-03;1658.62;0
L1135;C1345;Personal;Active;Unrecovered;2019-02-23;2038-05-21;NULL;10067.13;8611.63;3.86;2022-04-07;2864.82;1
L1135;C1345;Personal;Active;Unrecovered;2019-02-23;2038-05-21;NULL;10067.13;8611.63;3.86;2022-02-08;369.78;0
L1135;C1345;Personal;Active;Unrecovered;2019-02-23;2038-05-21;NULL;10067.13;8611.63;3.86;2022-01-02;1691.34;0
L1136;C1346;Auto;Defaulted;Unrecovered;2023-08-27;2032-12-29;NULL;52400.32;12028.57;9.38;2022-04-04;2576.18;0
L1136;C1346;Auto;Defaulted;Unrecovered;2023-08-27;2032-12-29;NULL;52400.32;12028.57;9.38;2022-03-09;3032.26;0
L1136;C1346;Auto;Defaulted;Unrecovered;2023-08-27;2032-12-29;NULL;52400.32;12028.57;9.38;2022-02-08;293.97;0
L1136;C1346;Auto;Defaulted;Unrecovered;2023-08-27;2032-12-29;NULL;52400.32;12028.57;9.38;2022-01-09;617.65;1
L1137;C1347;Mortgage;Active;"Partially Recovered";2020-12-03;2033-09-19;2022-07-15;72713.20;32369.46;16.39;2022-04-09;941.38;0
L1137;C1347;Mortgage;Active;"Partially Recovered";2020-12-03;2033-09-19;2022-07-15;72713.20;32369.46;16.39;2022-03-08;1763.77;0
L1137;C1347;Mortgage;Active;"Partially Recovered";2020-12-03;2033-09-19;2022-07-15;72713.20;32369.46;16.39;2022-02-07;2121.33;0
L1137;C1347;Mortgage;Active;"Partially Recovered";2020-12-03;2033-09-19;2022-07-15;72713.20;32369.46;16.39;2022-01-06;2150.59;0
L1138;C1348;Business;Defaulted;"Fully Recovered";2020-01-10;2030-09-08;NULL;35622.07;35118.65;15.58;2022-04-02;725.20;0
L1139;C1349;Personal;Closed;"Fully Recovered";2020-08-23;2032-06-10;NULL;20208.24;34658.53;11.32;2022-04-08;3361.78;0
L1139;C1349;Personal;Closed;"Fully Recovered";2020-08-23;2032-06-10;NULL;20208.24;34658.53;11.32;2022-03-07;661.53;1
L1139;C1349;Personal;Closed;"Fully Recovered";2020-08-23;2032-06-10;NULL;20208.24;34658.53;11.32;2022-02-08;2002.38;1
L1139;C1349;Personal;Closed;"Fully Recovered";2020-08-23;2032-06-10;NULL;20208.24;34658.53;11.32;2022-01-02;1630.49;0
L1140;C1350;Personal;Closed;"Fully Recovered";2023-12-13;2030-12-24;NULL;50726.19;63073.77;6.31;2022-04-10;3465.94;1
L1140;C1350;Personal;Closed;"Fully Recovered";2023-12-13;2030-12-24;NULL;50726.19;63073.77;6.31;2022-03-11;1646.21;0
L1140;C1350;Personal;Closed;"Fully Recovered";2023-12-13;2030-12-24;NULL;50726.19;63073.77;6.31;2022-02-06;2308.42;1
L1141;C1351;Auto;Active;Unrecovered;2022-04-04;2034-08-14;2022-01-09;17391.94;7391.27;14.59;2022-04-07;1104.88;0
L1141;C1351;Auto;Active;Unrecovered;2022-04-04;2034-08-14;2022-01-09;17391.94;7391.27;14.59;2022-03-11;2171.94;1
L1141;C1351;Auto;Active;Unrecovered;2022-04-04;2034-08-14;2022-01-09;17391.94;7391.27;14.59;2022-02-05;2880.32;0
L1141;C1351;Auto;Active;Unrecovered;2022-04-04;2034-08-14;2022-01-09;17391.94;7391.27;14.59;2022-01-04;1922.31;0
L1142;C1352;Business;Active;"Fully Recovered";2016-09-14;2031-04-21;NULL;62429.89;22363.61;11.01;2022-04-10;946.74;1
L1142;C1352;Business;Active;"Fully Recovered";2016-09-14;2031-04-21;NULL;62429.89;22363.61;11.01;2022-03-06;2924.34;0
L1142;C1352;Business;Active;"Fully Recovered";2016-09-14;2031-04-21;NULL;62429.89;22363.61;11.01;2022-02-03;761.21;0
L1142;C1352;Business;Active;"Fully Recovered";2016-09-14;2031-04-21;NULL;62429.89;22363.61;11.01;2022-01-07;1623.64;1
L1143;C1353;Auto;Active;"Fully Recovered";2020-03-10;2031-08-30;NULL;97498.58;42117.25;15.49;2022-04-02;150.48;0
L1143;C1353;Auto;Active;"Fully Recovered";2020-03-10;2031-08-30;NULL;97498.58;42117.25;15.49;2022-03-08;2499.90;0
L1143;C1353;Auto;Active;"Fully Recovered";2020-03-10;2031-08-30;NULL;97498.58;42117.25;15.49;2022-01-01;333.18;0
L1144;C1354;Personal;Closed;Unrecovered;2021-01-14;2038-05-13;NULL;48420.12;89171.77;14.13;2022-04-09;338.55;0
L1144;C1354;Personal;Closed;Unrecovered;2021-01-14;2038-05-13;NULL;48420.12;89171.77;14.13;2022-03-04;3534.82;0
L1144;C1354;Personal;Closed;Unrecovered;2021-01-14;2038-05-13;NULL;48420.12;89171.77;14.13;2022-01-31;422.37;0
L1144;C1354;Personal;Closed;Unrecovered;2021-01-14;2038-05-13;NULL;48420.12;89171.77;14.13;2022-01-04;452.21;0
L1145;C1355;Personal;Active;"Partially Recovered";2023-11-07;2033-09-05;2022-10-07;21815.33;79600.25;9.54;2022-04-07;295.85;0
L1145;C1355;Personal;Active;"Partially Recovered";2023-11-07;2033-09-05;2022-10-07;21815.33;79600.25;9.54;2022-01-31;529.66;0
L1145;C1355;Personal;Active;"Partially Recovered";2023-11-07;2033-09-05;2022-10-07;21815.33;79600.25;9.54;2022-01-09;895.87;0
L1146;C1356;Mortgage;Defaulted;"Fully Recovered";2020-02-22;2030-10-17;NULL;27524.64;57744.31;5.85;2022-04-01;280.59;1
L1146;C1356;Mortgage;Defaulted;"Fully Recovered";2020-02-22;2030-10-17;NULL;27524.64;57744.31;5.85;2022-03-05;1076.70;0
L1146;C1356;Mortgage;Defaulted;"Fully Recovered";2020-02-22;2030-10-17;NULL;27524.64;57744.31;5.85;2022-02-02;1981.94;0
L1146;C1356;Mortgage;Defaulted;"Fully Recovered";2020-02-22;2030-10-17;NULL;27524.64;57744.31;5.85;2022-01-04;2994.02;1
L1147;C1357;Mortgage;Defaulted;"Fully Recovered";2015-03-02;2036-12-01;NULL;95359.17;72908.87;13.62;2022-04-08;310.07;1
L1147;C1357;Mortgage;Defaulted;"Fully Recovered";2015-03-02;2036-12-01;NULL;95359.17;72908.87;13.62;2022-03-08;2239.34;1
L1147;C1357;Mortgage;Defaulted;"Fully Recovered";2015-03-02;2036-12-01;NULL;95359.17;72908.87;13.62;2022-01-31;2877.01;0
L1148;C1358;Auto;Active;Unrecovered;2021-07-15;2034-06-25;2021-09-06;10190.02;54490.61;7.67;2022-04-07;882.65;1
L1148;C1358;Auto;Active;Unrecovered;2021-07-15;2034-06-25;2021-09-06;10190.02;54490.61;7.67;2022-03-04;3347.68;1
L1148;C1358;Auto;Active;Unrecovered;2021-07-15;2034-06-25;2021-09-06;10190.02;54490.61;7.67;2022-02-06;661.30;0
L1149;C1359;Business;Closed;"Fully Recovered";2019-09-13;2035-04-14;2021-07-18;10859.18;16943.22;7.12;2022-04-09;2877.83;0
L1149;C1359;Business;Closed;"Fully Recovered";2019-09-13;2035-04-14;2021-07-18;10859.18;16943.22;7.12;2022-03-07;934.28;0
L1149;C1359;Business;Closed;"Fully Recovered";2019-09-13;2035-04-14;2021-07-18;10859.18;16943.22;7.12;2022-02-05;1753.64;0
L1149;C1359;Business;Closed;"Fully Recovered";2019-09-13;2035-04-14;2021-07-18;10859.18;16943.22;7.12;2022-01-03;2722.86;0
L1150;C1360;Business;Closed;"Partially Recovered";2021-12-21;2036-11-19;2022-01-10;17881.89;4600.74;2.54;2022-04-07;2795.31;0
L1150;C1360;Business;Closed;"Partially Recovered";2021-12-21;2036-11-19;2022-01-10;17881.89;4600.74;2.54;2022-03-11;1641.10;0
L1150;C1360;Business;Closed;"Partially Recovered";2021-12-21;2036-11-19;2022-01-10;17881.89;4600.74;2.54;2022-02-02;2378.23;0
L1150;C1360;Business;Closed;"Partially Recovered";2021-12-21;2036-11-19;2022-01-10;17881.89;4600.74;2.54;2022-01-07;2201.89;1
L1151;C1361;Personal;Active;"Fully Recovered";2016-03-03;2038-05-15;NULL;59993.42;69497.57;10.60;2022-04-06;1013.14;0
L1151;C1361;Personal;Active;"Fully Recovered";2016-03-03;2038-05-15;NULL;59993.42;69497.57;10.60;2022-03-09;3053.56;0
L1151;C1361;Personal;Active;"Fully Recovered";2016-03-03;2038-05-15;NULL;59993.42;69497.57;10.60;2022-01-04;1837.74;0
L1152;C1363;Auto;Defaulted;Unrecovered;2021-01-09;2033-02-19;NULL;68172.52;84333.26;6.99;2022-04-03;2950.70;0
L1152;C1363;Auto;Defaulted;Unrecovered;2021-01-09;2033-02-19;NULL;68172.52;84333.26;6.99;2022-02-01;1548.77;0
L1153;C1364;Personal;Closed;"Partially Recovered";2017-02-27;2035-12-29;2021-10-24;57209.34;87209.08;4.67;2022-04-09;2318.55;0
L1153;C1364;Personal;Closed;"Partially Recovered";2017-02-27;2035-12-29;2021-10-24;57209.34;87209.08;4.67;2022-03-07;2852.98;0
L1153;C1364;Personal;Closed;"Partially Recovered";2017-02-27;2035-12-29;2021-10-24;57209.34;87209.08;4.67;2022-02-03;1670.89;1
L1153;C1364;Personal;Closed;"Partially Recovered";2017-02-27;2035-12-29;2021-10-24;57209.34;87209.08;4.67;2022-01-09;925.38;0
L1154;C1365;Business;Closed;"Partially Recovered";2023-12-14;2036-01-03;NULL;10735.85;69025.94;8.53;2022-04-10;1962.91;0
L1154;C1365;Business;Closed;"Partially Recovered";2023-12-14;2036-01-03;NULL;10735.85;69025.94;8.53;2022-02-04;489.65;1
L1154;C1365;Business;Closed;"Partially Recovered";2023-12-14;2036-01-03;NULL;10735.85;69025.94;8.53;2022-01-10;1339.50;0
L1155;C1366;Auto;Defaulted;"Fully Recovered";2019-09-02;2030-09-22;NULL;36811.10;36015.21;9.57;2022-04-09;1685.09;0
L1155;C1366;Auto;Defaulted;"Fully Recovered";2019-09-02;2030-09-22;NULL;36811.10;36015.21;9.57;2022-02-06;780.60;1
L1155;C1366;Auto;Defaulted;"Fully Recovered";2019-09-02;2030-09-22;NULL;36811.10;36015.21;9.57;2022-01-04;1402.82;0
L1156;C1367;Business;Defaulted;Unrecovered;2020-06-21;2033-04-13;NULL;84763.28;44226.00;5.38;2022-04-05;3338.01;0
L1156;C1367;Business;Defaulted;Unrecovered;2020-06-21;2033-04-13;NULL;84763.28;44226.00;5.38;2022-02-01;1836.34;0
L1156;C1367;Business;Defaulted;Unrecovered;2020-06-21;2033-04-13;NULL;84763.28;44226.00;5.38;2022-01-07;1442.07;0
L1157;C1369;Auto;Closed;"Fully Recovered";2015-05-25;2033-02-13;NULL;49667.23;3768.25;6.36;2022-04-08;1287.30;0
L1157;C1369;Auto;Closed;"Fully Recovered";2015-05-25;2033-02-13;NULL;49667.23;3768.25;6.36;2022-01-07;1336.12;0
L1158;C1370;Auto;Closed;"Partially Recovered";2015-08-28;2038-06-23;NULL;98898.27;58812.49;14.11;2022-04-08;2564.18;1
L1158;C1370;Auto;Closed;"Partially Recovered";2015-08-28;2038-06-23;NULL;98898.27;58812.49;14.11;2022-02-08;3448.53;1
L1159;C1371;Personal;Active;"Partially Recovered";2020-07-24;2033-06-30;2021-03-22;85788.24;67482.27;5.51;2022-04-09;383.86;0
L1159;C1371;Personal;Active;"Partially Recovered";2020-07-24;2033-06-30;2021-03-22;85788.24;67482.27;5.51;2022-03-07;2823.73;1
L1159;C1371;Personal;Active;"Partially Recovered";2020-07-24;2033-06-30;2021-03-22;85788.24;67482.27;5.51;2022-02-05;1346.84;0
L1159;C1371;Personal;Active;"Partially Recovered";2020-07-24;2033-06-30;2021-03-22;85788.24;67482.27;5.51;2022-01-07;643.89;0
L1160;C1372;Business;Closed;"Fully Recovered";2022-01-29;2037-01-09;NULL;62029.95;21125.58;12.76;2022-04-02;1660.06;0
L1160;C1372;Business;Closed;"Fully Recovered";2022-01-29;2037-01-09;NULL;62029.95;21125.58;12.76;2022-03-05;1144.52;0
L1160;C1372;Business;Closed;"Fully Recovered";2022-01-29;2037-01-09;NULL;62029.95;21125.58;12.76;2022-01-03;3373.87;0
L1161;C1373;Mortgage;Active;Unrecovered;2022-10-28;2038-08-16;2022-04-02;71851.30;12856.75;13.94;2022-04-08;2504.97;1
L1161;C1373;Mortgage;Active;Unrecovered;2022-10-28;2038-08-16;2022-04-02;71851.30;12856.75;13.94;2022-02-09;1930.80;0
